id,title,announcementTitle,shortAnnouncementTitle,status,type,accessType,endAt,startAt,division/id,division/name,division/lat,division/lng,tags/0/name,tags/1/name,merchant/id,merchant/name,merchant/websiteUrl,options/0/expiresInDays,options/0/redemptionLocations/0/name,options/0/redemptionLocations/0/streetAddress1,options/0/redemptionLocations/0/streetAddress2,options/0/redemptionLocations/0/state,options/0/redemptionLocations/0/city,options/0/redemptionLocations/0/neighborhood,options/0/redemptionLocations/0/postalCode,options/0/redemptionLocations/0/country
goldstar-san-jose-museum-of-art,"Tina Takemoto's ""Memoirs of Bjork-Geisha"" - Friday April 28, 2017 / 7:00pm (Doors open at 6:00pm)","Tina Takemoto's ""Memoirs of Bjork-Geisha"" - Friday April 28, 2017 /...",San Jose Museum of Art,open,groupon,featured,2017-04-29T01:00:00Z,2017-04-11T02:22:29Z,san-jose,San Jose,37.3394,-121.895,Arts,Film Festival,goldstar,San Jose Museum of Art ,http://sjmusart.org/,,Downtown San Jose,110 S Market St.,,CA,San Jose,Downtown San Jose,95113,US
style-17,Admission for Two or Four to STYLE '17 on April 29 and April 30 from 10: 30 a.m.–5 p.m. (Up to 55% Off) ,Up to 55% Off Admission to STYLE '17 ,Admission to STYLE '17,open,groupon,featured,2017-04-15T06:59:59Z,2017-04-11T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Cultural Attractions,Hall - Exhibition,style-17,STYLE '17,http://style.lucentestudio.com,,"The Computer History Museum, Grand Hall",1401 North Shoreline Boulevard,,CA,Mountain View,North Bayshore,94043,US
castle-escape-room,Escape-Room Entry for Two or Four at Castle Escape Room (Up to 40% Off),Up to 40% Off at Castle Escape Room,Escape-Room Entry,open,groupon,extended,2040-07-26T06:59:59Z,2016-03-22T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Gaming,Room Escape Game,castle-escape-room,Castle Escape Room,http://castleescaperoom.com/,180,Castle Escape Room,1967 O'Toole Way,,CA,San Jose,North San Jose,95131,US
smart-destinations-4,Go San Diego Card All-Inclusive 2-Day Pass includes admission to 40+ attractions for 2 days. Pay Nothing at The Gate.,All-Inclusive Pass to San Diego Attractions ,Go San Diego Card,open,groupon,extended,2039-03-23T06:59:59Z,2014-11-17T08:00:00Z,inland-empire,Inland Empire,34.1083,-117.29,Tour - Bus,Tour,smart-destinations,Go City Card,http://smartdestinations.com,30,,,,,,,,
gl-san-jose-improv-8,Standup Comedy Show and Tickets to a Future Comedy Show for Two or Four (Through September 2),San Jose Improv – Up to 80% Off Standup Comedy,Standup Comedy,open,groupon,featured,2017-04-12T06:59:59Z,2017-04-05T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Comedy,Stand-up Show,san-jose-improv,San Jose Improv,http://sanjose.improv.com/,,San Jose Improv,62 South Second Street,,CA,San Jose,Downtown San Jose,95113,US
gl-2017-reebok-spartan-race-at-t-park-sprint,Entry to the AT&T Park Sprint on November 18 from 2017 Reebok Spartan Races,Up to 23% Off 2017 Reebok Spartan Races,2017 Reebok Spartan Races,open,groupon,extended,2017-11-17T07:59:59Z,2017-02-09T08:00:00Z,napa-sonoma,Napa / Sonoma,38.4405,-122.714,Races & Runs,Race - Mud Run (Activity / Experience),reebok-spartan-races-so-cal,Reebok Spartan Races,https://www.spartan.com/en/race/detail/2608/overview,,AT&T Park,24 Willie Mays Plaza,,CA,San Francisco,South Beach,94107,US
gl-heroes-and-villains-8,Heroes & Villains Fan Fest on December 2-3,Heroes & Villains Fan Fest – Up to 31% Off Convention,Heroes & Villains Fan Fest,open,groupon,featured,2017-04-15T06:59:59Z,2017-04-08T07:00:00Z,modesto,Modesto,37.6391,-120.997,Cultural Attractions,Convention,walker-stalker-con-2014-1,Heroes & Villains Fan Fest,https://www.showclix.com/event/HVFFSanJose2017,,San jose Convention Center,150 W San Carlos St.,,CA,San Jose,Downtown San Jose,95113,US
sky-high-sports-santa-clara-7,Two Hours of Jump Time Monday–Thursday at Sky High Sports (Up to 43% Off) ,Up to 43% Off Trampolining ,Trampolining ,open,groupon,extended,2040-10-29T06:59:59Z,2016-06-25T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Trampoline Park,Jumping,sky-high-sports-rancho-cordova,Sky High Sports,http://sjc.jumpskyhigh.com/,90,Sky High Sports Santa Clara,2880 Mead Ave,,CA,Santa Clara,East Murphy,95051,US
magowan-s-infinite-mirror-maze-10,"Visit for 2, 4, 6, or 15 to Magowan's Infinite Mirror Maze (Up to 51% Off)",Up to 51% Off at Magowan's Infinite Mirror Maze,Magowan's Infinite Mirror Maze,open,groupon,extended,2038-10-02T06:59:59Z,2014-05-29T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Amusement Park,Parks,magowan-s-infinite-mirror-maze,Magowan's Infinite Mirror Maze,http://www.magowansinfinitemirrormaze.com,180,Fisherman's Wharf,Pier 39,"Bldg. O, 2nd Fl.",CA,San Francisco,Fisherman's Wharf,94133,US
skydive-holister-6,"Tandem Skydive from 8,000 Feet for One or Two from Skydive Hollister (Up to 44% Off)",Up to 44% Off from Skydive Hollister,Tandem Skydive for One or Two,open,groupon,extended,2038-05-29T06:59:59Z,2014-01-23T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Flying,Parachuting / Skydiving - Tandem (Ride / Experience),skydive-hollister,Skydive Holister,http://skydivehollister.com/,180,Skydive Holister,234 Skylane Drive,Suite #B,CA,Hollister,Hollister,95023,US
smart-destinations-5-san-francisco, Go San Francisco Card All-Inclusive 2-Day Pass includes admission to 25+ attractions for 2 days. Pay Nothing at Gate. ,All-Inclusive Pass to San Francisco Attractions ,Go San Francisco Card,open,groupon,extended,2039-03-23T06:59:59Z,2014-11-17T08:00:00Z,inland-empire,Inland Empire,34.1083,-117.29,Tour - Bus,Tour,smart-destinations,Go City Card,http://smartdestinations.com,30,,,,,,,,
musiclandktv-1,$59 for Two-Hour Karaoke Party Room with Drink Credit at musiclandktv ($110 Value),46% Off Two-Hour Karaoke Party Room at musiclandktv,Two-Hour Karaoke Party Room,open,groupon,extended,2041-02-23T07:59:59Z,2016-10-20T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Caf̩e / Bar Offerings,Karaoke Bar,musiclandktv,musiclandktv,http://www.musiclandktv.com,120,Midtown,788 Barber Lane,,CA,Milpitas,Midtown,95035,US
painting-vino-corporate-san-francisco,One 3-Hour Painting Classes at Painting & Vino (Up to 44% Off)  ,Up to 44% Off Painting Class at Painting & Vino,Three-Hour Painting Class,open,groupon,extended,2041-08-10T06:59:59Z,2017-04-06T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Courses - Entertainment Media / Arts,Painting Lesson,painting-vino,Painting & Vino - San Fracisco,http://paintingandvino.com/,90,Fiddler's Green of SF,1333 Columbus Ave,,CA,San Francisco,Fishermans Wharf,94133,US
play-9,"One Play Pass for One Child or Family, or Birthday Party Package at Play! (Up to 30% Off)",Up to 30% Off Play Passes at Play!,Play Passes ,open,groupon,featured,2017-04-13T06:59:59Z,2017-04-09T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Indoor Play Area,Jumping,play-1,Play!,http://www.playlosaltos.com/,120,North Los Altos,170 State Street,,CA,Los Altos,North Los Altos,94022,US
flybayarea-com-2,Intro Flight with Digital Photo for One Pilot and One Optional Passenger from Fly Bay Area (41% Off)  ,41% Off Intro Flight Tour from Fly Bay Area,Flight Experience,open,groupon,extended,2038-11-22T07:59:59Z,2014-07-19T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Flying,Airplane (Ride / Experience),fly-bay-area-com,Fly Bay Area,http://www.flybayarea.com/,180,San Carlos,620 Airport Drive,Suite 7,CA,San Carlos,,94070,US
gl-california-s-great-america,$34.50 for Admission for One to California's Great America ($69 Value) ,50% Off at California's Great America,Theme-Park Admission,open,groupon,extended,2017-04-30T06:59:59Z,2017-03-17T07:00:00Z,fresno,Fresno,36.7477,-119.772,Amusement Park,Parks,california-s-great-america,California's Great America,https://www.cagreatamerica.com/,,California's Great America,4701 Great America Pkwy,,CA,Santa Clara,Lakewood,95054,US
escape-game-911-2,Room Escape Game for Two or Four at Escape Game 911 (Up to 40% Off),Up to 40% Off at Escape Game 911,Room Escape Game,open,groupon,extended,2040-01-29T07:59:59Z,2015-09-25T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Gaming,Room Escape Game,escape-game-911,Escape Game 911,http://escapegame911.com/,180,Winchester,20 Harold Ave,Ste C5,CA,San Jose,Winchester,95050,US
fairyland-4,Two Weekday Admissions to Fairyland (Up to 40% Off),Up to 40% Off Two Weekday Admissions to Fairyland,Weekday Admission to Fairyland,open,groupon,featured,2017-04-15T06:59:59Z,2017-04-11T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Playground / Children's Park,Parks,fairyland,Fairyland,http://www.fairyland.org/,,Central Oakland,699 Bellevue Ave,,CA,Oakland,Central Oakland,94610,US
bottle-bottega-sw-san-jose,Two-and-a-Half Hour Painting Party for One or Two from Bottle & Bottega San Jose (Up to 31% Off) ,Up to 31% Off Painting Parties,Painting Party,open,groupon,extended,2039-02-26T07:59:59Z,2014-10-23T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Party,Painting Party,bottle-and-bottega,Bottle & Bottega - SW San Jose,http://bottleandbottega.com/sw-sanjose/,120,Bottle & Bottega - SW San Jose,2125 South Winchester Boulevard,Ste 110,CA,Campbell,Campbell,95008,US
action-whitewater-adventures-19,Half- or Full-Day Rafting Trip with Hot Barbecue Lunch from Action Whitewater Adventures (Up to 50% Off) ,Up to 50% Off Half- or Full-Day Rafting Trip,Rafting Trip Down American River,open,groupon,extended,2017-09-18T06:59:59Z,2016-11-11T08:00:00Z,fresno,Fresno,36.7477,-119.772,Watersports,White Water Rafting (Ride / Activity),action-whitewater-adventures,Action Whitewater Adventures,http://www.actionwhitewater.com/,,Lotus,7149 Hwy 49,,CA,Lotus,Tamaroo Ridge,95651,US
plant-nite-22,Terrarium and Garden-Making Social Event from Plant Nite in Local Bars,44% Off Terrarium & Garden-Making Social Event ,Terrarium & Garden-Making Event,open,groupon,extended,2040-10-18T06:59:59Z,2016-06-14T07:00:00Z,modesto,Modesto,37.6391,-120.997,Gardening / Farming / Beekeeping Education,Courses - Continuing Education,plant-nite,Plant Nite,https://www.plantnite.com/?utm_source=Groupon&utm_medium=Deal&utm_campaign=GreaterSanFrancisco,120,Plant Nite,311 Judah St,,CA,Roseville,Cherry Glen,95678,US
bay-area-glider-rides-1,$175 for a Mile-High Glider Ride at Bay Area Glider Rides ($299 Value),41% Off Glider Ride,Glider Ride,open,groupon,extended,2040-09-03T06:59:59Z,2016-04-29T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Paragliding / Hang Gliding (Ride / Experience),Flying,bay-area-glider-rides,Bay Area Glider Rides,http://www.bayareagliderrides.com,120,Hollister,90 Skylane Dr,Ste 101,CA,Hollister,Hollister,95023,US
alchemy-assassins-escape-room,"Alchemy and Wizardry Escape Room Experience for Two, Four, or Eight at The 13th Room (Up to 28% Off)",Up to 28% Off Escape Room Experience at Alchemy and Wizardry,Escape Room Experience,open,groupon,extended,2041-06-10T06:59:59Z,2017-02-04T08:00:00Z,inland-empire,Inland Empire,34.1083,-117.29,Gaming,Room Escape Game,the-13th-room,Alchemy and Wizardry Escape Room,http://www.13throom.com,120,Pomona,270 S. Garey ave,,CA,Pomona,Pomona,91766,US
san-jose-batting-cages-5,Batting Cage Practice with Optional Lesson at San Jose Batting Cages (Up to 58% Off). Four Options Available. ,Up to 58% Off at San Jose Batting Cages,Batting Cage Practice ,open,groupon,extended,2040-05-18T06:59:59Z,2016-01-13T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Sports & Related,Batting Cages (Activity / Experience),san-jose-batting-cages,San Jose Batting Cages,http://www.sjbattingcages.com/,120,South San Jose,474 Piercy Rd,,CA,San Jose,Edenvale,95138,US
gl-i-love-the-90-s-tour-3,"I Love the '90s: The Party Continues with TLC, Biz Markie, and Montell Jordan on Saturday, July 15, at 7 p.m.         ","I Love the 90s w/ TLC, Montell Jordan & More – Up to 52% Off ","TLC, Montell Jordan, Biz Markie",open,groupon,featured,2017-04-28T06:59:59Z,2017-04-07T07:00:00Z,napa-sonoma,Napa / Sonoma,38.4405,-122.714,Hip Hop Music,Music,live-nation-2017,"I Love The 90s: The Party Continues Tour with TLC, Biz Markie, and Montell Jordan",http://concerts1.livenation.com/event/1C00526E009451DE,,Concord Pavilion,2000 Kirker Pass Rd.,,CA,Concord,Clayton,94521,US
crawfish-and-catfish-festival,Two or Four Tickets to the Crawfish & Catfish Festival on September 9 or 10 (Up to 52% Off),52% Off Two or Four Tickets to Crawfish & Catfish Festival,Crawfish & Catfish Festival,open,groupon,extended,2017-09-07T06:59:59Z,2017-04-06T07:00:00Z,modesto,Modesto,37.6391,-120.997,Fairs & Festivals,Festival - Food,crawfish-catfish-festival,Crawfish & Catfish Festival,http://www.crawfishandcatfishfestival.com/,,Yolo County Fairgrounds,1250 East Gum Avenue,,CA,Woodland,Northstar,95776,US
faultline-brewing-5,$13 for Two Flights of Five Beers and One Appetizer at Faultline Brewing Company (Up to $26.50 Value),51% Off Beer Flights and Appetizer,Beer Flights,open,groupon,extended,2039-02-04T07:59:59Z,2014-10-01T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Restaurant Specialty - Beer Tasting / Flights,Tastings,faultline-brewing,Faultline Brewing,http://www.faultlinebrewing-bayarea.com/,120,Sunnyvale,1235 Oakmead Pkwy.,,CA,Sunnyvale,Sunnyvale,94085,US
