id,title,announcementTitle,shortAnnouncementTitle,status,type,accessType,endAt,startAt,division/id,division/name,division/lat,division/lng,tags/0/name,tags/1/name,merchant/id,merchant/name,merchant/websiteUrl,options/0/expiresInDays,options/0/redemptionLocations/0/name,options/0/redemptionLocations/0/streetAddress1,options/0/redemptionLocations/0/streetAddress2,options/0/redemptionLocations/0/state,options/0/redemptionLocations/0/city,options/0/redemptionLocations/0/neighborhood,options/0/redemptionLocations/0/postalCode,options/0/redemptionLocations/0/country
munchery-6-san-jose,Healthy Chef-Prepared Meals Delivered from Munchery  (50% Off). Two Options Available. First Time Users Only.,50% Off Chef-Prepared Meals Delivered from Munchery ,Chef-Prepared Meals Delivered,open,groupon,extended,2041-01-02T07:59:59Z,2016-08-29T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Subscriptions,Food - Prepared Subscription,munchery,Munchery,https://munchery.com/signup-page?t=ig3552&a=0nogv4&d=hvwli7&o=groupon&utm_medium=cpc&utm_source=groupon&utm_campaign=UA_XX_XX_X_XX_X_XXX_XXX_XX_RTE&utm_content=UA_XX_XX_X_XX_X_XXX_XXX_XX_RTE&utm_term=UA_XX_XX_X_XX_X_XXX_XXX_XX_RTE_ig3552_0nogv4_hvwli7,90,,,,,,,,
etchedwinecom-1-san-jose,One or Two Personalized 1.5-Liter Wine Bottles from EtchedWine.com (Up to 64% Off),Up to 64% Off Personalized 1.5 Liter Wine Bottles,Personalized Wine Bottles,open,groupon,extended,2040-12-22T07:59:59Z,2016-08-18T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Customizables,Customizable Food and Drink,miramonte-winery-temecula,EtchedWine.com,http://www.etchedwine.com/,90,,,,,,,,
crawfish-and-catfish-festival,Two or Four Tickets to the Crawfish & Catfish Festival on September 9 or 10 (Up to 52% Off),52% Off Two or Four Tickets to Crawfish & Catfish Festival,Crawfish & Catfish Festival,open,groupon,extended,2017-09-07T06:59:59Z,2017-04-06T07:00:00Z,modesto,Modesto,37.6391,-120.997,Fairs & Festivals,Festival - Food,crawfish-catfish-festival,Crawfish & Catfish Festival,http://www.crawfishandcatfishfestival.com/,,Yolo County Fairgrounds,1250 East Gum Avenue,,CA,Woodland,Northstar,95776,US
nutrisystem-213-national,Four-Week Meal Plan with Delivery from Nutrisystem ($249.99 Value) ,40% Off Four-Week Meal Plan with Delivery from Nutrisystem ,4-Week Meal Plan with Delivery,open,groupon,extended,2017-06-01T06:59:59Z,2017-01-03T05:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Groceries,Food - Frozen (Retail),nutri-system,Nutrisystem,http://www.nutrisystem.com,,,,,,,,,
splash-wines-4425,15-Bottle Pack of Curated or Choose-Your-Own Wines from Splash Wines (73% Off)  ,73% Off 15-Bottle Wine Pack from Splash Wines ,15-Bottle Wine Pack,open,groupon,extended,2041-08-09T04:59:59Z,2017-04-05T05:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Recreational Drugs,Wine - Variety (Retail),splash-wines,Splash Wines,http://groupon.splashwines.com/cleaning/,90,,,,,,,,
palo-alto-pizza-co,20% Cash Back at Palo Alto Pizza Co.,20% Cash Back at Palo Alto Pizza Co.,20% Cash Back on Your Bill,open,groupon,extended,2017-05-05T19:33:00Z,2017-04-10T19:33:00Z,san-jose,San Jose,37.3394,-121.895,Pizza Place,Traditional American Cuisine,palo-alto-pizza,Palo Alto Pizza Co.,http://paloalto-pizza.com/#,30,"Old Palo Alto,Mayfield",2450 Park Blvd,,CA,Palo Alto,"Old Palo Alto,Mayfield",94306,US
bubbly,Bubble Tea at Bubbly (Up to 38% Off),Up to 38% Off Bubble Tea at Bubbly,Bubble Tea,open,groupon,extended,2041-08-10T06:59:59Z,2017-04-06T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Caf̩e / Bar Offerings,Bubble Tea,bubbly,Bubbly,https://www.facebook.com/bubblyteahouse/,120,Edge,1816 Tully Road Suite 166,,CA,San Jose,Edge,95122,US
tastevin-wine-bar-bistro,Glasses of Wine and Cheese Plates for Two at TasteVin Wine Bar & Bistro (46% Off)   ,46% Off at TasteVin Wine Bar & Bistro   ,Wine and Cheese,open,groupon,extended,2039-03-13T07:59:59Z,2014-11-07T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Caf̩e / Bar Offerings,Wine Bar,tastevin-wine-bar-bistro,TasteVin Wine Bar & Bistro,http://tastevinandcheese.com/,120,San Carlos,890 Laurel St,,CA,San Carlos,San Carlos,94070,US
musiclandktv-1,$59 for Two-Hour Karaoke Party Room with Drink Credit at musiclandktv ($110 Value),46% Off Two-Hour Karaoke Party Room at musiclandktv,Two-Hour Karaoke Party Room,open,groupon,extended,2041-02-23T07:59:59Z,2016-10-20T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Caf̩e / Bar Offerings,Karaoke Bar,musiclandktv,musiclandktv,http://www.musiclandktv.com,120,Midtown,788 Barber Lane,,CA,Milpitas,Midtown,95035,US
jerusalem-grill-3,Mediterranean Buffet for Two or Four or More at Jerusalem Grill (Up to 31% Off),Up to 31% Off at Jerusalem Grill,Mediterranean Buffet,open,groupon,extended,2041-08-11T06:59:59Z,2017-04-07T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Middle Eastern Cuisine,,jerusalem-grill-and-bar,Jerusalem Grill,http://www.jerusalemgrillbar.com,120,Central Campbell,1740 Winchester Boulevard,,CA,Campbell,Central Campbell,95008,US
