id,title,announcementTitle,shortAnnouncementTitle,status,type,accessType,endAt,startAt,division/id,division/name,division/lat,division/lng,tags/0/name,tags/1/name,merchant/id,merchant/name,merchant/websiteUrl,options/0/expiresInDays,options/0/redemptionLocations/0/name,options/0/redemptionLocations/0/streetAddress1,options/0/redemptionLocations/0/streetAddress2,options/0/redemptionLocations/0/state,options/0/redemptionLocations/0/city,options/0/redemptionLocations/0/neighborhood,options/0/redemptionLocations/0/postalCode,options/0/redemptionLocations/0/country
bridges-rock-gym-10,One- or Three-Day Rock-Climbing Gym Packages at Bridges Rock Gym (Up to 56%Off) ,Up to 56%Off at Bridges Rock Gym,Indoor-Climbing Visits,open,groupon,extended,2039-06-03T06:59:59Z,2015-01-28T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Climbing - Indoor,Climbing,bridges-rock-gym,Bridges Rock Gym,http://www.bridgesrockgym.com/,180,El Cerrito,5635 San Diego St.,,CA,El Cerrito,Richmond Annex,94530,US
studio-z-fitness-newark,5 or 10 Zumba Classes at Studio Z Fitness (Up to 65% Off),Up to 65% Off Zumba Classes at Studio Z Fitness,Zumba Classes,open,groupon,extended,2037-08-01T06:59:59Z,2013-03-31T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Workout & Fitness,Fitness Studio,studio-z-fitness-newark,Studio Z Fitness,http://szfitness.com,90,Newark,5437 Central Avenue #6,,CA,Newark,,94560,US
u-s-vision-129-san-francisco,Prescription Eyeglasses or Sunglasses at JCPenney Optical (81% Off),81% Off Prescription Eyeglasses or Prescription Sunglasses,JCPenney Optical,open,groupon,extended,2017-04-16T06:59:59Z,2017-02-23T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Prescription Glasses (Retail),Health & Beauty,u-s-vision,JCPenney Optical,http://www.jcpenneyoptical.com/,,Hill Top Mall,1000 Hilltop Mall Rd.,,CA,San Pablo,,94806,US
concord-weight-loss-clinic,$129 for a Four-Week Summer Weight-Loss Program at Concord Weight Loss Clinic ($455 Value),72% Off Four-Week Weight-Loss Program,Four-Week Weight-Loss Program,open,groupon,extended,2038-11-21T07:59:59Z,2014-07-18T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Consulting Services,Consultant - Nutritional / Weight-Loss,concord-weight-loss-clinic,Concord Weight Loss Clinic,http://concordweightlossclinic.com/,90,Concord Weight Loss Clinic,2182 East St,,CA,Concord,Mount Diablo,94520,US
jus-by-julie-833,"One-, Three-, or Five-Day Juice Cleanse from Jus by Julie (Up to 54% Off) ",Up to 54% Off a Juice Cleanse from Jus by Julie ,Juice Cleanse,open,groupon,featured,2017-04-15T06:59:59Z,2017-04-11T04:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Juice Cleanse / Detox Diet (Retail),Health & Beauty,jus-by-julie,Jus by Julie,http://www.jusbyjulie.com/,120,,,,,,,,
nutrition-cube-353,$5 for an Online Nutrition Course from Nutrition Cube ($99.95 Value),95% Off an Online Nutrition Course,Online Nutrition Course,open,groupon,extended,2040-09-25T04:00:00Z,2016-05-26T04:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Consulting Services,Online Nutritional / Weight-Loss,nutrition-cube-1,Nutrition Cube,http://www.nutritioncube.com/,90,,,,,,,,
presidio-dental-5,Dental Implant Consultation plus X-Rays at Presidio Dental (70% Off),70% Off at Presidio Dental ,Dental Implant Package,open,groupon,extended,2041-08-13T07:00:00Z,2017-04-13T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Dentistry & Dental Care,Dental Implant / Corona / Veneer,kenneth-karamyan-dds,Presidio Dental,http://karamyandental.com/,120,Cow Hollow,2920 Lyon St.,,CA,San Francisco,Cow Hollow,94123,US
dexafit-san-carlos,360 Degree Body Scans at DexaFit - Multiple Locations (Up to 45% Off),Up to 45% Off 360 Degree Body Scans at DexaFit-Multi Locations ,360 Degree Body Scans ,open,groupon,featured,2017-04-15T06:59:59Z,2017-04-11T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,General Medicine,Body Scanning,dexa-fit-san-carlos,DexaFit,https://www.dexafit.com/locations/california/san-francisco,120,Clearfield Park,1091 Industrial Road,#115,CA,San Carlos,Clearfield Park,94070,US
smiledirectclub-319-san-francisco,At-home impression kit for invisible aligners + $100 off aligners (Up to 90% Off)  ,Invisible-Aligner Package from SmileDirectClub   ,Invisible-Aligner Package,open,groupon,extended,2040-09-12T06:59:59Z,2016-05-09T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Oral Care Supplies (Retail),Health & Beauty,smile-care-club,SmileDirectClub,https://smiledirectclub.com/promo/?utm_campaign=groupon-kit-sdc&utm_medium=web,90,,,,,,,,
new-look-institute-3,12 or 16 Laser Hair Restoration Sessions at New Look Institute (Up to 92% Off),Up to 92% Off Laser Hair Restoration Sessions,Laser Hair Restoration Sessions,open,groupon,featured,2017-04-15T06:59:59Z,2017-04-11T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Hair Restoration - Laser,Cosmetic Surgery,new-look-institute,New Look Institute,http://www.newlookinstitute.com,90,San Jose,1190 S. Bascom Ave.,Ste. 239,CA,San Jose,Del Mar,95128,US
country-fair-dental-dr-raja,$29 for a Dental Exam with X-Rays and Cleaning at Country Fair Dental Dr. Dahiya ($414 Value),"
93% Off a Dental Package",Dental Exam and Cleaning,open,groupon,extended,2039-03-06T07:59:59Z,2014-11-03T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,"Dental Checkup (Cleaning, X-Ray, Exam)",Dentistry & Dental Care,country-fair-dental-dr-raja,Country Fair Dental Dr. Dahiya,http://www.trivalleysmiles.com/,180,Country Fair Dental Dr. Dahiya,12111 Alcosta Blvd,,CA,San Ramon,Southern San Ramon,94583,US
twirly-girls-pole-fitness,One Beginner Pole-Dance Classes at Twirly Girls Pole Fitness (48% Off) ,48% Off at Twirly Girls Pole Fitness ,Beginner Pole-Dance Classes,open,groupon,extended,2040-05-21T07:00:00Z,2016-01-20T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Sexy Fitness Class,Workout & Fitness,twirly-girls-pole-fitness,Twirly Girls Pole Fitness,http://www.twirlygirlspolefitness.com,90,Twirly Girls Pole Fitness,288 Spring Street,,CA,Pleasanton,Pleasanton,94566,US
laser-away-14-san-francisco,"Three Laser Tattoo-Removal Treatments on a Small, Medium, or Large Area at LaserAway (Up to 83% Off)",Up to 83% Off Tattoo Removal at LaserAway,Tattoo Removal at LaserAway,open,groupon,extended,2038-02-26T06:59:59Z,2013-10-23T07:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Cosmetic Surgery,Tattoo Removal,laser-away,LaserAway,https://www.laseraway.com/,180,Downtown Walnut Creek,1628 N Main St.,,CA,Walnut Creek,Downtown Walnut Creek,94596,US
bikram-hot-yoga-fremont-1,10 or 15 Yoga Classes at Bikram Hot Yoga Central Fremont (Up to 67% Off) ,Up to 67% Off at Bikram Hot Yoga Central Fremont ,Hot Yoga Classes,open,groupon,extended,2040-06-18T06:59:59Z,2016-02-13T08:00:00Z,san-francisco,San Francisco,37.7752,-122.419,Workout & Fitness,Yoga - Bikram,bikram-hot-yoga-fremont,Bikram Hot Yoga Central Fremont,http://bikramhotyogafremont.com/,90,Central Downtown,3890 Mowry Ave. #201,,CA,Fremont,Central Downtown,94538,US
