id,title,announcementTitle,shortAnnouncementTitle,status,type,accessType,endAt,startAt,division/id,division/name,division/lat,division/lng,tags/0/name,tags/1/name,merchant/id,merchant/name,merchant/websiteUrl,options/0/expiresInDays,options/0/redemptionLocations/0/name,options/0/redemptionLocations/0/streetAddress1,options/0/redemptionLocations/0/streetAddress2,options/0/redemptionLocations/0/state,options/0/redemptionLocations/0/city,options/0/redemptionLocations/0/neighborhood,options/0/redemptionLocations/0/postalCode,options/0/redemptionLocations/0/country
goldstar-san-jose-museum-of-art,"Tina Takemoto's ""Memoirs of Bjork-Geisha"" - Friday April 28, 2017 / 7:00pm (Doors open at 6:00pm)","Tina Takemoto's ""Memoirs of Bjork-Geisha"" - Friday April 28, 2017 /...",San Jose Museum of Art,open,groupon,featured,2017-04-29T01:00:00Z,2017-04-11T02:22:29Z,san-jose,San Jose,37.3394,-121.895,Arts,Film Festival,goldstar,San Jose Museum of Art ,http://sjmusart.org/,,Downtown San Jose,110 S Market St.,,CA,San Jose,Downtown San Jose,95113,US
palo-alto-pizza-co,20% Cash Back at Palo Alto Pizza Co.,20% Cash Back at Palo Alto Pizza Co.,20% Cash Back on Your Bill,open,groupon,extended,2017-05-05T19:33:00Z,2017-04-10T19:33:00Z,san-jose,San Jose,37.3394,-121.895,Pizza Place,Traditional American Cuisine,palo-alto-pizza,Palo Alto Pizza Co.,http://paloalto-pizza.com/#,30,"Old Palo Alto,Mayfield",2450 Park Blvd,,CA,Palo Alto,"Old Palo Alto,Mayfield",94306,US
gl-monster-jam-68,"Monster Jam on Saturday, April 22, at 7 p.m.  ",Monster Jam – Up to 31% Off Monster-Truck Show,Monster-Truck Show,open,groupon,featured,2017-04-19T06:59:59Z,2017-04-08T07:00:00Z,modesto,Modesto,37.6391,-120.997,Family,Monster Trucks,feld-entertainment,Monster Jam,http://www.levisstadium.com/event/2017-04-22-monster-jam/,,Levi's Stadium,4900 Marie P DeBartolo Way,,CA,Santa Clara,Rivermark of Santa Clara,95054,US
krispy-kreme-doughnuts-san-francisco-10,Original Glazed Doughnuts and Drinks at Krispy Kreme - Bay Area (Up to 51% Off). Three Options Available.,Up to 51% Off at Krispy Kreme - Six Bay Area Locations,Krispy Kreme Doughnuts,open,groupon,extended,2041-04-04T06:59:59Z,2016-11-29T08:00:00Z,napa-sonoma,Napa / Sonoma,38.4405,-122.714,Donut / Doughnut (Bakery & Dessert Parlor),Bakery & Desserts,golden-gate-doughnuts,Krispy Kreme,https://www.facebook.com/KKSanFranciscoBay/,180,Mountain View,2146 Leghorn St,,CA,Mountain View,Monta Loma-Farley-Rock,94043,US
ga-bk-cancun-resort-las-vegas-16,"Stay at Cancún Resort in Las Vegas, NV. Dates into July.",Mayan-Themed Resort near Las Vegas Attractions,Mayan-Inspired Las Vegas Resort,open,groupon,featured,2017-05-02T06:59:59Z,2017-04-11T07:00:00Z,las-vegas,Las Vegas,36.1146,-115.173,Accommodation type,Hotel - Casino,canc-n-resort,Cancún Resort Las Vegas,https://www.diamondresortsandhotels.com/Resorts/Cancun-Resort-Las-Vegas,,"Las Vegas, NV",8335 Las Vegas Blvd S,,NV,Las Vegas,Enterprise,89123,US
gl-2017-reebok-spartan-race-at-t-park-sprint,Entry to the AT&T Park Sprint on November 18 from 2017 Reebok Spartan Races,Up to 23% Off 2017 Reebok Spartan Races,2017 Reebok Spartan Races,open,groupon,extended,2017-11-17T07:59:59Z,2017-02-09T08:00:00Z,napa-sonoma,Napa / Sonoma,38.4405,-122.714,Races & Runs,Race - Mud Run (Activity / Experience),reebok-spartan-races-so-cal,Reebok Spartan Races,https://www.spartan.com/en/race/detail/2608/overview,,AT&T Park,24 Willie Mays Plaza,,CA,San Francisco,South Beach,94107,US
ga-bk-running-y-ranch-resort,"Stay at Running Y Ranch Resort in Klamath Falls, OR. Dates Into June. ",Ranch Resort in the Cascade Mountains,Oregon Resort in the Cascades,open,groupon,featured,2017-05-09T06:59:59Z,2017-04-11T07:00:00Z,eugene,Eugene,44.0521,-123.087,Accommodation type,Hotel - Outdoor,running-y-ranch,Running Y Ranch Resort,https://www.runningy.com,,"Klamath Falls, OR",5500 Running Y Rd.,,OR,Klamath Falls,Bella Vista,97601,US
gg-wine-bottle-umbrella-14,Wine Bottle Umbrella,Wine Bottle Umbrella,Wine Bottle Umbrella,open,groupon,featured,2017-08-01T06:59:59Z,2017-04-09T04:00:00Z,abilene,"Abilene, TX",32.4487,-99.7331,Clothing Accessories,,trademark-global,Wine Bottle Umbrella,,,,,,,,,,
precision-tune-auto-care-16,One Maintenance Package with Oil Change and Tire Rotation at Precision Tune Auto Care (Up to 72% Off) ,Up to 72% Off Auto Maintenance Package with Oil Change,Auto Maintenance Packages,open,groupon,extended,2038-05-14T06:59:59Z,2014-01-08T08:00:00Z,san-jose,San Jose,37.3394,-121.895,Automotive Oil Change,Car & Automotive,precision-tune-auto-care-jim-barger,Precision Tune Auto Care,http://www.precisiontune.com/Franchisees/SunnyvaleCA_ElCaminoReal.aspx,90,Morgan Hill,16860 Monterey Rd.,,CA,Morgan Hill,Morgan Hill,95037,US
beauty-and-bliss-esthetics,One Brazilian Wax from Beauty and Bliss (52% Off)  ,52% Off Brazilian Wax,Brazilian Waxes,open,groupon,extended,2038-10-26T06:59:59Z,2014-06-22T07:00:00Z,san-jose,San Jose,37.3394,-121.895,Waxing - Brazilian / Bikini,Hair Removal & Epilation,beauty-and-bliss-esthetics,Beauty and Bliss,http://www.beautyandblissesthetics.com,180,San Jose,1275 Lincoln Ave Willow Glen,Suite 14B,CA,San Jose,Willow Glen,95125,US
